,cancelation
116390,False
3928,True
49615,True
96391,False
53301,True
108895,False
65778,True
100902,False
46510,False
113783,False
57522,True
95429,False
37366,False
82313,True
107098,False
12211,True
64862,True
31906,False
75341,True
44059,False
25026,False
80406,True
80973,True
99512,False
21958,False
33121,False
68248,True
27919,False
11150,True
83944,False
96077,False
56496,True
30018,False
30959,False
11634,True
37975,False
53533,True
68591,True
106280,False
73650,True
57454,True
20773,False
47656,True
65710,True
54793,True
107449,False
64384,True
110796,False
104492,False
55914,True
72781,True
97565,False
60499,True
90416,False
41539,False
7695,True
92571,False
3529,False
53073,True
26720,False
34856,False
94712,False
107936,False
108683,False
74284,True
79429,True
109158,False
7669,True
7986,True
115167,False
61829,True
113405,False
860,True
13182,True
88296,False
109444,False
4542,True
57335,True
36590,False
91818,False
50317,True
40402,False
103088,False
95761,False
22299,False
76002,True
8743,False
77268,True
29040,False
14870,True
87376,False
67285,True
54588,True
92118,False
118046,False
73235,True
2893,False
99838,False
47701,True
5032,True
36141,False
79901,False
92124,False
47677,True
94709,False
84507,False
19709,False
25926,False
83298,False
61655,True
22764,False
17774,False
52733,True
77353,True
19957,False
60972,True
110760,False
7296,True
81033,True
21219,False
61849,True
8528,True
89661,False
4047,True
98180,False
88802,False
63388,True
106921,False
80398,True
94470,False
77363,True
10769,True
21913,False
32868,False
28545,False
73322,True
86037,False
14413,False
67474,True
98874,False
15936,False
6508,False
67368,True
19768,False
92676,False
78822,False
68000,True
88767,False
14155,False
92543,False
97403,False
36925,False
65316,True
101932,False
72481,True
80704,False
117374,False
114832,False
85520,False
23651,False
28298,False
96193,False
78898,False
102139,False
65909,True
77686,True
97050,False
82570,False
104016,False
98446,False
66415,True
72980,True
21757,False
59059,True
32158,False
107239,False
10844,True
34488,False
12428,True
82098,True
13431,True
6764,True
57323,False
104256,False
35006,False
41996,False
80658,False
43855,True
76520,True
112054,False
3871,True
49848,False
87651,False
52609,False
109993,False
54308,True
18687,False
96374,False
30978,False
71144,True
57885,True
84789,False
97205,False
74402,True
112674,False
86398,False
116284,False
26142,False
33339,False
81074,False
4819,False
62632,True
81264,False
66407,True
95530,False
111679,False
305,False
85804,False
17663,False
86799,False
47267,True
88944,False
116135,False
10818,True
29818,False
73631,True
41467,False
18955,False
84778,False
104001,False
59208,True
91377,False
64877,True
73946,True
93262,False
98324,False
30430,False
95767,False
116262,False
71339,True
7975,True
11206,True
38523,False
55381,True
75301,True
49006,True
4237,True
63023,True
74813,True
114805,False
57968,True
12807,True
68603,True
69097,True
6906,True
12026,True
64609,True
66985,True
59315,True
115556,False
29543,False
33609,False
91119,False
34280,False
57758,True
69700,True
45726,False
46314,True
71010,True
28452,False
55115,True
8486,True
3163,True
30591,False
68617,True
28483,False
104748,False
27468,False
43344,True
29498,False
28303,False
69678,True
47437,True
71302,True
19924,False
101518,False
46531,False
85339,False
80437,True
84616,False
10783,True
86131,False
2184,True
23566,False
99323,False
54127,True
97990,False
6114,True
27911,False
61230,True
85426,False
49301,True
112990,False
87917,False
101867,False
72304,True
93930,False
100598,False
61900,True
25451,False
2870,False
96380,False
2070,False
61689,True
83525,False
77653,True
97988,False
16966,False
72069,True
88992,False
102499,False
41785,False
46543,False
113927,False
20092,False
27378,False
11749,True
90224,False
11702,True
71990,True
112225,False
99797,False
119323,False
32754,False
36711,False
77428,False
62275,True
22796,False
58129,True
105953,False
87833,False
20414,False
46131,False
96076,False
48930,True
78196,False
60710,True
64837,True
27511,False
104620,False
78378,True
45590,True
79432,True
92606,False
32156,False
7627,True
82370,True
59171,True
106811,False
65769,True
32959,False
77365,True
76972,True
83824,False
118487,False
36363,False
111734,False
5535,False
38749,False
95655,False
69449,True
93128,False
108707,False
96199,False
91083,False
47948,True
76780,True
11212,True
29286,False
66370,True
118581,False
9319,True
32533,False
53616,True
97147,False
33282,False
84122,False
6071,False
80017,True
57144,True
118980,False
81539,True
117737,False
78603,False
3952,False
517,True
757,True
78059,False
63832,True
93301,False
91600,False
99103,False
10138,True
11306,True
7338,True
20139,False
5126,False
2182,True
17331,False
114640,False
98215,False
111098,False
6043,False
47816,False
43188,False
85689,False
63991,True
16860,False
823,True
11832,True
104703,False
84642,False
86180,False
4606,True
53605,True
39267,False
23228,False
112242,False
103127,False
35710,False
88718,False
93954,False
54232,True
48301,True
86935,False
19358,False
29787,False
44989,False
58700,True
106894,False
94269,False
45360,False
6422,False
16893,False
103850,False
64979,True
109123,False
57262,True
117463,False
58410,True
77673,False
101239,False
22614,False
72321,True
3840,True
21297,False
30798,False
2256,False
58718,True
70591,True
79390,False
49892,False
6790,True
3424,False
38917,False
11158,True
102678,False
27285,False
22271,False
79679,False
16956,False
86230,False
174,False
36240,False
48291,True
116323,False
101593,False
24069,False
36,False
76349,True
91957,False
65737,True
14957,False
78606,False
10364,True
100298,False
104670,False
12253,True
98630,False
26913,False
53341,True
14670,False
13718,True
89312,False
23074,False
111317,False
1401,False
5762,False
15258,False
96939,False
26459,False
6709,False
21873,False
117851,False
5512,True
67192,True
27750,False
20777,False
4318,True
111163,False
43354,True
15710,True
91295,False
94596,False
80526,False
73732,True
80431,True
114277,False
29257,False
80331,True
84133,False
42741,True
32338,False
84785,False
101328,False
102223,False
38319,False
101010,False
3183,False
68359,True
34875,False
36623,False
108221,False
87743,False
35835,False
79024,True
69829,True
87410,False
58531,True
92665,False
41308,True
32319,False
48648,True
45091,True
93886,False
36939,False
53148,True
118396,False
86280,False
101194,False
88452,False
5415,True
79138,False
20241,False
39459,False
87655,False
117943,False
101993,False
54813,True
75207,True
55228,True
86126,False
108105,False
6492,True
29178,False
62269,True
38831,False
64095,True
57344,True
83679,False
119318,False
118971,False
86728,False
46502,True
5607,True
62926,True
65464,True
62466,True
116816,False
88645,False
114301,False
67691,True
67999,True
74952,True
17255,True
68482,True
85682,False
113943,False
75657,True
95643,False
40824,False
88008,False
83214,False
90427,False
49292,True
32834,False
12812,True
85534,False
42084,False
12159,True
60218,True
105134,False
51273,True
76660,False
68500,True
91702,False
88724,False
92685,False
118456,False
87771,False
15383,True
2865,False
95782,False
1998,True
585,False
12632,True
106290,False
105789,False
28074,False
117120,False
56372,True
53084,True
60651,True
25281,False
90088,False
12741,True
25985,False
76178,True
52656,True
58263,True
39571,False
74904,True
11231,True
74327,True
57065,True
16272,False
95276,False
87468,False
18449,False
109986,False
53789,True
49187,True
33156,False
10567,True
79100,False
70477,True
113441,False
36680,False
60979,True
118002,False
73380,True
49416,True
17821,False
63189,True
44982,True
100070,False
12261,True
99420,False
89820,False
101184,False
113953,False
6928,True
90727,False
405,False
75450,True
30569,False
44117,True
98465,False
97402,False
75037,True
44653,False
1626,False
62645,True
50302,True
71133,True
23784,False
76516,True
84940,False
85060,False
10356,True
43156,False
41055,False
70099,True
5334,True
116008,False
88907,False
9609,True
72900,True
34609,False
90291,False
47667,True
23915,False
50255,True
33099,False
37018,False
91076,False
33638,False
63660,True
97633,False
99641,False
79402,False
86151,False
75050,True
70103,True
55068,True
28711,False
11952,True
26864,False
88631,False
75183,True
112980,False
92064,False
76203,True
23609,False
100730,False
43197,False
74902,True
105386,False
69458,True
99869,False
41388,True
38821,False
92868,False
18692,False
24370,False
49478,True
20301,False
35061,False
41306,False
80037,False
115608,False
5764,False
78437,False
110008,False
84687,False
15911,False
30688,False
46607,False
90162,False
25834,False
48169,True
13083,True
107887,False
101547,False
98022,False
26215,False
76784,True
39447,False
2599,False
43806,False
35321,False
76945,True
43657,False
32046,False
108890,False
97802,False
73318,True
72936,True
45491,True
56744,True
25257,False
52640,True
37148,False
55356,True
6737,True
28846,False
25405,False
54615,True
1070,False
4999,True
8441,True
99610,False
33464,False
44570,False
41239,False
81530,False
20531,False
73786,True
89894,False
19332,False
394,False
49353,False
113304,False
85346,False
42200,False
98678,False
17227,False
5643,False
118129,False
75783,True
54790,True
1500,True
63383,True
93619,False
45071,False
29198,False
113328,False
1611,True
38662,False
68881,True
103929,False
41768,False
22036,False
27630,False
105909,True
13073,True
17591,False
12136,True
50146,True
5407,True
90335,False
83002,False
69369,True
36417,False
88964,False
117930,False
83767,False
92476,False
7715,True
93776,False
14177,False
78307,False
104955,False
100184,False
57419,True
1334,False
17185,False
88689,False
38285,False
19410,False
48199,True
83480,False
65046,True
30510,False
92340,False
105961,False
82952,False
16341,False
88852,False
29235,False
4950,False
97127,False
30217,False
2354,False
49210,False
39357,False
23691,False
1987,False
110802,False
105072,False
65219,True
85841,False
80681,False
104840,False
79344,False
111494,False
61034,True
72041,True
88037,False
119284,False
115330,False
116053,False
115690,False
13613,True
78004,True
107692,False
85114,False
74228,True
48844,True
59107,True
104754,False
23159,False
87566,False
115512,False
76689,False
42033,False
92732,False
27810,False
31053,False
118654,False
106371,False
113660,False
36675,False
29605,False
87340,False
94742,False
84649,False
38769,False
106205,False
71955,True
9031,True
71960,True
104232,False
20578,False
96947,False
111374,False
96513,False
18222,False
118514,False
114615,False
103760,False
36843,False
35875,False
31887,False
104586,False
45904,False
97182,False
111664,False
5976,True
4407,True
68264,True
101127,False
91075,False
115617,False
22913,False
48428,False
73248,True
6561,False
5968,True
87289,False
37436,False
83545,False
15095,True
115527,False
104397,False
67984,True
37744,False
38879,False
1887,False
113314,False
80624,False
46498,True
103555,False
115097,False
487,False
91867,False
16954,False
62210,True
105941,False
42519,False
68098,True
105513,False
71513,True
32177,False
58931,True
24149,False
15912,False
52380,True
49667,True
21029,False
59195,True
62105,True
57030,True
460,False
69693,True
69177,True
43483,False
84120,False
56029,True
11362,True
74191,True
67386,True
27860,False
81876,True
15897,False
73672,True
33399,False
114819,False
87731,False
33902,False
40192,True
107690,False
51509,True
83580,False
60585,True
13334,True
60775,True
102555,False
21550,False
113358,False
70102,True
72907,True
80668,False
2879,False
24686,False
89878,False
118154,False
24018,False
19334,True
100165,False
8400,False
107255,False
21245,False
34282,False
81274,False
78936,True
17393,False
30365,False
37838,False
67797,True
98556,False
14588,False
73150,True
87040,False
43951,True
57074,True
63046,True
60013,True
74997,True
30952,False
34284,False
84479,False
83451,False
34371,False
32976,False
24920,False
37521,False
12514,True
26631,False
40180,True
100089,False
106714,False
77538,True
14687,True
101401,False
104576,False
76808,False
42032,True
59455,True
7173,True
86578,False
99079,False
106307,False
45616,True
10209,True
31340,False
105019,False
36850,False
15561,False
49272,True
48227,True
19714,False
115985,False
73610,True
102188,False
91949,False
53128,True
4954,False
52089,True
60465,True
28316,False
32795,False
25322,False
60702,True
32405,False
95976,False
19489,False
23485,False
89964,False
36728,False
20649,False
87075,False
26886,False
55957,True
43355,True
28512,False
68093,True
91781,False
91157,False
46042,False
4935,True
25981,False
30710,False
42865,False
84770,False
82491,False
34947,False
51231,True
117168,False
30985,False
114034,False
62427,True
51575,True
86072,False
108745,False
46600,False
13156,True
20665,False
106218,False
79572,True
13348,True
68887,True
9649,True
81343,False
64630,True
106017,False
72452,True
52253,True
112767,False
74723,False
67981,True
94234,False
17079,False
113204,False
61601,True
2183,True
1493,False
6660,False
81030,True
72528,True
22263,False
118283,False
82269,False
19086,False
19312,False
83980,False
47380,False
59683,True
82359,True
68851,True
4232,True
103806,False
18689,True
14756,True
28965,False
15505,False
79601,False
109500,False
15448,False
74953,True
82639,False
113579,False
86133,False
45447,False
80976,False
58378,True
101971,False
109812,False
74081,True
55706,True
4481,True
56905,True
108804,False
118786,False
112041,False
39293,False
20585,False
40819,False
30902,False
1780,False
19386,False
42795,True
44433,True
17264,True
54567,True
40921,False
13190,True
101520,False
49640,False
87497,False
83857,False
98114,False
14725,True
99542,False
74753,True
22596,False
45399,False
114306,False
6164,True
117536,False
30353,False
60255,True
23338,False
96140,False
78156,True
39769,False
2804,False
3568,False
107727,False
69562,True
3063,False
28502,False
116242,False
85417,False
17386,False
18836,False
61125,True
56567,True
38535,False
116160,False
53354,True
76582,True
69845,True
96578,False
38271,False
7258,True
95047,False
98404,False
14465,False
74144,True
114797,False
106711,False
111138,False
53940,True
113819,False
115088,False
11691,True
93950,False
80475,True
75093,True
105802,False
38827,False
90393,False
69085,True
112340,False
57190,True
73894,True
9998,True
14636,False
50835,False
116512,False
36074,False
63815,True
42227,False
38449,False
108269,False
5394,True
15184,True
23797,False
64058,True
11619,True
48054,True
48632,True
57092,True
16458,False
8926,True
91143,False
14794,True
113142,False
59448,True
61153,True
105983,False
52207,True
94033,False
69695,True
119124,False
28167,False
111534,False
49907,True
85907,False
75585,False
46588,False
26316,False
21804,False
64721,True
97317,False
20955,False
96179,False
110827,False
109446,False
49911,True
86432,False
39457,False
34932,False
45913,False
59179,True
15212,True
105281,False
18124,False
14092,False
93457,False
117427,False
58399,True
17432,False
55963,True
56191,True
82034,True
50916,True
83017,False
63243,True
84245,False
102559,False
106046,False
59582,True
115318,False
33393,False
114163,False
87557,False
46638,True
72282,True
81434,False
102481,False
90990,False
102732,False
18068,False
92548,False
56281,True
118290,False
84746,False
61659,True
81356,False
23935,False
59686,True
33297,False
66348,True
83788,False
58963,True
14208,False
21607,False
100286,False
79631,False
113227,False
73784,True
113017,False
14418,False
70048,True
65108,True
21553,False
59643,True
6651,False
113578,False
58858,True
95257,False
68100,True
49078,True
111333,False
27727,False
70652,True
115195,False
49444,True
112107,False
48420,True
102634,False
82006,True
20983,False
48680,True
26334,False
2060,False
95041,False
24488,False
114733,False
119348,False
106264,False
68954,True
104957,False
37908,False
75542,True
42315,False
35659,False
20566,False
51009,True
73083,True
71532,True
69826,True
11837,True
45349,True
77258,True
42871,False
37644,False
73179,True
64895,True
76595,True
90656,False
20556,False
94313,False
21618,False
102653,False
49340,True
27278,False
98407,False
20260,False
96010,False
91034,False
38710,False
111951,False
114423,False
96088,False
6451,True
70279,True
20943,False
81216,False
98054,False
103105,False
22295,False
42881,True
89276,False
53608,True
8401,True
101330,False
85851,False
94345,False
55181,True
66321,True
111337,False
76877,True
48391,True
55795,True
95898,False
87995,False
78292,False
87501,False
25786,False
86997,False
87544,False
63646,True
113575,False
25535,False
68378,True
46774,True
20017,False
63820,True
56849,True
38863,False
94964,False
116445,False
63559,True
27800,False
23087,False
50958,True
54858,True
32653,False
90986,False
113034,False
45809,False
20873,False
56043,True
67080,True
77617,False
31970,False
45758,True
39313,False
35018,False
21147,False
108776,False
48671,True
79726,True
15186,True
94776,False
71996,True
88861,False
93113,False
92808,False
88157,False
45642,False
568,False
10673,True
4739,False
1683,True
3376,False
42486,False
116244,False
50832,True
8935,True
40893,False
106123,False
33835,False
109437,False
117299,False
58019,True
114259,False
74586,True
112597,False
71324,True
25116,False
28516,False
109096,False
38000,False
60388,True
86735,False
12196,True
35458,False
39194,False
118742,False
89285,False
8379,True
34325,False
95914,False
12688,True
5195,True
21022,False
34715,False
28375,False
65476,True
77485,True
89407,False
90944,False
30785,False
63980,True
10702,True
33752,False
93992,False
92291,False
85990,False
93793,False
89749,False
49277,True
77341,True
66588,True
106973,False
22470,False
16069,False
57832,True
40441,False
46259,False
64382,True
105881,False
23248,False
24366,False
78843,True
52530,True
78242,True
71679,True
78026,False
64942,True
116461,False
100081,False
77647,False
49759,True
74546,True
116492,False
104371,False
29625,False
33794,False
73569,True
113320,False
75759,True
3594,True
42000,True
100563,False
103090,False
83393,False
71437,True
48554,True
50617,False
29985,False
11388,True
110357,False
61526,True
67608,True
87525,False
53936,True
78583,False
52251,True
16933,True
38094,False
95228,False
75015,True
97203,False
70973,True
45442,False
54293,True
100136,False
45563,False
42631,False
2550,False
47912,True
79762,False
98713,False
48705,True
33860,False
62846,True
114431,False
53992,True
19238,True
64745,True
113206,False
43073,False
63955,True
116727,False
101078,False
109803,False
74709,False
96018,False
40128,True
79036,False
146,False
1656,True
49809,False
6439,True
108443,False
33502,False
101313,False
53928,True
56996,True
93140,False
62842,True
90498,False
77023,False
76213,True
9829,True
115201,False
114160,False
13343,True
63839,True
74004,True
25150,False
88303,False
80926,False
53802,True
109724,False
75865,True
112473,False
113147,False
94148,False
88456,False
49642,False
83037,False
93491,False
65481,True
39764,False
103650,False
112173,False
14489,False
88976,False
35048,False
40304,True
25884,False
81089,False
43311,True
96150,False
48565,True
47553,True
83245,False
3114,False
104618,False
63111,True
65184,True
31133,False
59963,True
108002,False
56937,True
91800,False
39177,False
108309,False
80101,True
6612,True
102429,False
94130,False
76415,True
35038,False
108719,False
75121,True
48936,True
46608,True
12326,True
5101,True
6434,True
67114,True
118906,False
11623,True
95565,False
36191,False
92523,False
41557,True
51809,True
1466,False
71444,True
14830,True
18526,False
73108,True
80621,False
33705,False
6534,True
32621,False
3449,False
48790,True
46714,True
29090,False
110529,False
87382,False
78622,False
115313,False
49411,True
85382,False
47523,True
114591,False
93176,False
68706,True
1597,True
77766,True
52318,True
11080,True
245,False
11055,True
30919,False
106093,False
115585,False
111637,False
34752,False
75344,True
108220,False
54367,True
105216,False
23332,False
74740,True
4297,True
105498,False
22001,False
7005,True
12030,True
28519,False
84713,False
22408,False
108988,False
16305,False
40488,True
94050,False
41291,True
57387,True
79168,False
15611,False
85529,False
61433,True
91092,False
51232,True
75958,True
82407,False
58817,True
93787,False
108856,False
73345,True
88807,False
13529,True
23146,False
74313,True
9164,True
102839,False
85207,False
102770,False
78191,False
21793,False
64505,True
74625,True
81969,True
118969,False
22949,False
119177,False
42108,False
93107,False
11692,True
7309,True
69186,True
56801,True
32814,False
26392,False
22827,False
17552,False
33662,False
88946,False
90750,False
77797,False
27277,False
105734,False
31488,False
25118,False
43939,True
93838,False
102317,False
31734,False
30945,False
91482,False
9334,True
13895,False
71036,True
107793,False
87726,False
9009,True
84798,False
85405,False
114772,False
72112,True
12263,True
63433,True
89302,False
90679,False
87439,False
26367,False
118168,False
32574,False
49253,True
13363,True
114521,False
68701,True
21702,False
21890,False
64884,True
69939,True
132,True
106765,False
18317,False
39408,False
41062,False
110326,False
73290,True
56505,True
8227,True
2837,False
78880,False
67760,True
109813,False
41344,False
10569,True
27596,False
3759,True
23768,False
79643,False
5603,True
40907,True
113449,False
43243,False
94302,False
30827,False
29437,False
52132,True
80132,False
91393,False
22960,False
92034,False
88647,False
54395,True
42681,False
17169,False
60879,True
11091,True
47615,True
79744,False
28429,False
55294,True
112821,False
78234,True
22687,False
67171,True
100444,False
88808,False
112079,False
24677,False
38299,False
18292,False
103114,False
46557,False
3211,False
106732,False
68823,True
71096,True
86872,False
93781,False
94421,False
94923,False
58426,True
39334,False
89514,False
7495,True
30822,False
99027,False
117279,False
6953,True
52071,True
2552,False
40208,True
20135,False
66102,True
12107,True
15098,True
74986,True
115989,False
92309,False
7806,True
24557,False
91636,False
18961,False
100023,False
5448,True
44449,False
4789,False
86606,False
112214,False
100040,False
86092,False
99117,False
16902,False
61878,True
3507,True
73227,True
116131,False
87202,False
19162,False
22102,False
32734,False
38330,False
108091,False
116174,False
1595,False
28712,False
12217,True
93367,False
2584,False
32927,False
16633,False
12281,True
31366,False
96696,False
1415,True
31897,False
34839,False
112224,False
62547,True
30566,False
16649,False
74036,True
79046,False
12952,True
102318,False
46365,False
26895,False
104829,False
38041,False
74993,True
40524,True
52983,True
103280,False
21238,False
67512,True
32870,False
26127,False
15181,True
58783,True
100894,False
46393,False
30399,False
3700,False
20275,False
76661,False
14048,False
78612,False
24637,False
56630,True
111976,False
24166,False
109176,False
8434,True
96265,False
100499,False
63614,True
25447,False
68634,True
110009,False
63861,True
42404,False
105808,False
6014,True
3401,True
87163,False
71450,True
7659,True
54511,True
76507,True
69462,True
114851,False
112573,False
54462,True
31940,False
31266,False
3666,False
71759,True
87607,False
103951,False
15292,False
55350,True
62586,True
97619,False
56700,True
95558,False
39296,False
74125,True
59919,True
56026,True
81121,True
96318,False
8181,False
80647,False
66915,True
69512,True
68182,True
64187,True
86150,False
100369,False
60362,True
81760,True
59781,True
38024,False
62500,True
17327,False
93173,False
15609,False
109502,False
85166,False
47266,True
88519,False
112219,False
42492,False
113782,False
48806,True
27588,False
81492,False
52114,True
77110,False
13460,True
28675,False
47543,True
48322,True
35812,False
20091,False
118165,False
79276,False
63474,True
5508,True
56049,True
115544,False
36760,False
71098,True
20581,False
59891,True
106579,False
84275,False
36490,False
25341,False
27037,False
12900,True
64309,True
59593,True
91614,False
111505,False
8234,True
99623,False
59359,True
3273,True
4663,True
57975,True
114967,False
26623,False
22287,False
110677,False
98642,False
57280,True
23302,False
9853,True
79817,False
80564,False
34288,False
101597,False
116311,False
60631,True
99302,False
71213,True
117428,False
78276,True
70003,True
116870,False
104242,False
84388,False
71997,True
49545,True
84325,False
91459,False
47682,True
38953,False
7333,True
36691,False
30724,False
12099,True
4059,True
43244,False
71204,True
4216,True
8703,False
103135,False
30424,False
39947,False
70847,True
97121,False
107978,False
96442,False
63547,True
117679,False
15096,True
9738,True
87413,False
95797,False
117552,False
97623,False
12537,True
90495,False
63337,True
112606,False
58103,True
32512,False
72318,True
15683,False
93655,False
52507,True
104972,False
77119,False
68497,True
119239,False
64622,True
112909,False
40370,False
48230,True
100740,False
51708,True
106557,False
90453,False
56622,True
81608,False
12829,True
65431,True
30307,False
108448,False
113324,False
27464,False
52997,True
11666,True
9362,True
119213,False
41653,False
89391,False
103004,False
74057,True
10056,True
24775,False
54650,True
1285,False
30840,False
12664,True
117424,False
2917,False
19888,False
113629,False
59231,True
100677,False
89386,False
86786,False
97178,False
16145,False
3696,False
80551,True
24936,False
72103,True
8721,True
113425,False
48992,True
109048,False
42371,True
101673,False
86046,False
105008,False
52036,True
97159,False
24630,False
98182,False
75754,True
63469,True
68841,True
16650,False
9859,True
37262,False
45993,True
2035,True
10982,True
78226,False
112067,False
33703,False
58721,True
74013,True
68928,True
115957,False
42979,True
83071,False
111563,False
38203,False
8283,True
81873,True
105475,False
39816,False
72320,True
34688,False
19702,False
7707,False
101240,False
56218,True
76614,False
58284,True
72590,True
71040,True
23200,False
33783,False
89925,False
12946,True
7350,True
18005,False
75681,True
65991,True
76949,True
114891,False
105774,False
95718,False
36077,False
48333,True
55742,True
105322,False
101255,False
51849,False
105181,False
116179,False
95283,False
62216,True
65726,True
78262,True
64105,True
2287,False
73061,True
57922,True
1079,False
103539,False
21239,False
72849,True
54867,True
38114,False
82598,False
63454,True
105350,False
80602,True
58072,True
40431,True
48729,True
7842,True
13730,True
40942,False
50855,False
84182,False
34723,False
118819,False
80074,False
7011,True
40271,False
39810,False
7176,True
15734,False
79474,False
55069,True
12898,True
20958,False
106185,False
105489,False
82068,False
79196,False
98756,False
38164,False
3970,True
118899,False
98158,False
106885,False
58552,True
37983,False
54911,True
61909,True
100794,False
39969,False
63205,True
70499,True
40283,False
15380,False
108944,False
75638,True
77645,False
71391,True
67758,True
116952,False
78508,False
73765,True
106681,False
68507,True
86033,False
44726,True
92302,False
37322,False
76959,True
7100,True
40049,False
96891,False
71520,True
44056,True
85559,False
56470,True
28281,False
76770,True
48984,True
58575,True
14513,False
33090,False
81258,False
20417,False
17435,False
92260,False
117043,False
109260,False
84279,False
113799,False
546,True
6304,True
67460,True
87064,False
78466,False
115956,False
106627,False
118512,False
64011,True
56518,True
86515,False
21194,False
5027,True
29792,False
38734,False
79140,False
102278,False
35610,False
2780,False
79382,False
94086,False
53074,True
69036,True
103525,False
93494,False
99887,False
119149,False
1226,True
37375,False
50846,False
45749,False
17223,False
45697,False
86006,False
34,True
58340,True
13847,False
93827,False
106532,False
118332,False
116872,False
44525,False
22230,False
42968,True
115169,False
3637,False
11349,True
106430,False
74250,True
62046,True
86175,False
42720,False
15342,True
3291,True
616,True
94688,False
83134,False
98510,False
53129,True
85759,False
62855,True
95196,False
79328,False
68867,True
39844,False
87935,False
15236,False
2612,True
7152,True
66149,True
12495,True
102442,False
62572,True
100356,False
32672,False
1458,True
112525,False
40757,False
33151,False
68125,True
30889,False
51180,True
59510,True
113009,False
13802,True
1961,False
30943,False
19854,False
66359,True
12953,True
45909,False
33109,False
29761,False
17265,True
82844,True
41817,False
11453,True
109382,False
52717,True
106864,False
61211,True
63123,True
59491,True
112915,False
14623,False
95465,False
48673,True
31082,False
12903,True
13843,False
59223,True
9051,True
96047,False
81151,False
78720,False
48602,True
76192,True
81499,False
87611,False
40651,False
71105,True
32136,False
32277,False
67851,True
47403,True
57044,True
79182,False
11064,True
4710,False
42769,True
93422,False
37808,False
112364,False
51096,True
40188,True
45208,True
71326,True
96171,False
74782,True
12922,True
45049,True
17805,False
58315,True
35305,False
48129,True
46483,False
13362,True
49814,False
95421,False
4569,True
112776,False
55983,True
117787,False
57877,True
116493,False
36919,False
311,False
114094,False
59485,True
78722,False
71008,True
111392,False
109421,False
77326,False
61488,True
23594,False
49281,True
48033,True
96332,False
105028,False
113111,False
116790,False
13197,True
81358,False
25028,False
73315,True
76378,False
75036,True
51643,True
14926,False
2833,True
67470,True
78422,False
90830,False
16228,False
68271,True
93579,False
51566,True
82020,True
55293,True
44067,True
17215,False
109987,False
41326,False
27505,False
114905,False
58984,True
108929,False
100821,False
112238,False
104497,False
115627,False
95980,False
13764,True
60237,True
55195,True
33577,False
36719,False
70882,True
64835,True
112925,False
96435,False
63125,True
51325,True
14526,False
13268,True
103232,False
94259,False
10713,True
4994,True
12597,True
52818,True
69655,True
56596,True
46793,False
102445,False
92902,False
33016,False
92692,False
38451,False
18126,False
89868,False
84880,False
24654,False
12181,True
55568,True
2840,True
83042,False
78555,False
2397,False
95025,False
38190,False
75653,True
30627,False
26371,False
9981,True
22246,False
90962,False
61838,True
89614,False
45306,False
78616,False
24562,False
25562,False
10872,True
45129,False
2704,False
109937,False
80075,False
77898,False
92075,False
80190,False
39382,False
77543,True
114086,False
72172,True
764,True
111528,False
43374,False
68645,True
18690,False
17508,False
56275,True
103326,False
49441,True
69366,True
110444,False
66631,True
45936,False
71936,True
32693,False
85887,False
106586,False
96222,False
30778,False
70025,True
85902,False
77923,True
67060,True
52605,True
25566,False
66256,True
60772,True
95553,False
58535,True
91871,False
117012,False
35003,False
103706,False
96991,False
71568,True
28900,False
75282,True
19511,False
62707,True
46597,False
13975,False
63203,True
7247,True
83070,False
111364,False
25446,False
110475,False
31530,False
115413,False
62761,True
32549,False
2166,True
89577,False
26002,False
88451,False
38835,False
77839,False
103063,False
31762,False
35482,False
119155,False
70417,True
78274,True
87199,False
111176,False
56338,True
60395,True
67078,True
98524,False
47476,True
15742,False
2472,False
98421,False
57828,True
73611,True
96983,False
46336,True
105088,False
43099,False
90890,False
54996,True
108018,False
2896,False
90548,False
41732,True
81786,True
100887,False
48334,True
56690,True
35999,False
41884,False
97714,False
44821,False
32575,False
60732,True
117791,False
29264,False
20319,False
98950,False
116143,False
116278,False
107377,False
45696,False
17413,False
57209,True
51262,True
47832,False
112734,False
42771,True
65517,True
43964,True
118419,False
33899,False
28370,False
38053,False
19727,False
19470,False
58153,True
28133,False
111768,False
101504,False
15217,True
52221,True
1950,True
110424,False
43568,False
40426,False
51770,True
49206,True
4669,True
69531,True
21480,False
57015,True
90501,False
14068,False
117034,False
47377,False
32539,False
2998,False
5112,True
77976,True
1506,False
13067,True
96819,False
97208,False
38914,False
24804,False
8577,True
112197,False
66323,True
107683,False
38797,False
111344,False
68542,True
824,True
109487,False
83600,False
36931,False
104942,False
99565,False
71904,True
82971,False
115759,False
70132,True
15092,True
102028,False
79962,False
76999,False
36727,False
68549,True
13530,True
58016,True
61222,True
14762,True
73317,True
75277,True
118193,False
37540,False
10780,True
12406,True
9702,True
9786,True
83741,False
54933,True
74881,True
59133,True
104609,False
92506,False
85783,False
115984,False
97679,False
83040,False
74791,True
14855,True
110532,False
113831,False
104981,False
97399,False
88817,False
105212,False
31140,False
102190,False
48235,True
34330,False
110803,False
88131,False
110323,False
102143,False
21161,False
72203,True
59290,True
19486,False
97306,False
37965,False
60252,True
20211,False
15132,True
37765,False
70984,True
68158,True
5616,False
52920,True
109797,False
55555,True
103511,False
58463,True
69453,True
116491,False
3216,False
